contract_id,churn_sn,duracao,ciclo,qtd_atendimentos,tme_recepcao_medio,tme_preconsulta_medio,tme_consulta_medio,tme_total_medio,tma_recepcao_medio,tma_preconsulta_medio,tma_consulta_medio,tma_posconsulta_medio,tm_total_medio,espera_senha_ate_consulta_medio,qtd_com_tme_rec,qtd_com_tme_pre,qtd_com_tme_con,qtd_com_stamps
471810a0-111c-11ee-b0d8-0b2a37732ebb-2,S,12,2o+,2,236,125,389,569,143,249,502,,1267,765,1,1,2,2
4718f9a0-22a6-11f0-a46f-c94c71bbc61b-1,N,6,1o,6,703,776,1567,2412,98,118,340,270,2873,2533,5,2,6,6
47192700-b324-11ef-b18c-03960fd7bef9-1,S,12,1o,4,164,,6381,6545,318,,10,,6873,6863,4,0,4,4
47199ba0-e330-11ee-98f0-036db7c1dde6-2,N,12,2o+,1,52,,3094,3146,403,,53,,3602,3549,1,0,1,1
471af770-9eba-11ef-ac8b-4534362fe18a-1,S,12,1o,1,427,300,2877,3604,133,56,566,211,4359,3793,1,1,1,1
471b1010-7b88-11f0-90d5-012a9183f6e0-1,N,6,1o,6,88,196,967,1043,86,44,549,9056,1657,1108,3,1,6,6
471b3050-320a-11ee-9cbb-9dd4ce8cdadd-4,N,6,2o+,10,127,261,1089,1140,168,103,604,329,1839,1234,2,1,10,10
471b3050-320a-11ee-9cbb-9dd4ce8cdadd-5,N,6,2o+,5,338,167,52,153,55,61,545,,721,176,1,1,5,5
471b7820-8763-11f0-83ce-9353df37f33f-1,N,6,1o,3,35,,1666,1701,133,,556,170,2390,1834,3,0,3,3
471c2760-21c7-11ee-9af8-31abf40372b5-2,N,12,2o+,10,443,365,2860,3405,156,43,495,62,4057,3562,9,4,10,10
471c75d0-6c6c-11ef-91a6-b9b38804a36c-1,N,12,1o,2,18,,413,422,79,,526,2,988,462,1,0,2,2
471cc0f0-cd83-11ed-80de-d7f7c78feb3f-3,N,12,2o+,1,870,,713,1583,39,,356,5,1978,1622,1,0,1,1
471d2940-9033-11ef-83d9-df1825a19ecb-1,N,12,1o,4,969,434,206,557,214,663,648,139,1424,776,1,1,4,4
471e51a0-4fce-11ed-b506-c5ea973daf5b-3,N,12,2o+,1,,,1969,1969,,,1020,,2989,1969,0,0,1,1
471ec5e0-7948-11ef-b23f-697b7a6ae010-1,N,12,1o,13,91,358,1412,844,239,129,874,741,2613,1740,4,2,7,13
471fa3d0-729a-11ee-87d8-ab7e17933518-2,N,12,2o+,2,401,149,2847,3396,219,129,629,317,4373,3744,2,2,2,2
472044a0-05b2-11f0-a90e-f198b3e21d94-1,S,12,1o,2,220,,402,512,92,,412,19,969,558,1,0,2,2
472084c0-84e7-11ef-bfd9-195391d1d43f-1,S,12,1o,9,368,177,629,1095,124,99,449,96,1724,1275,9,5,9,9
4720b4f0-f82c-11ef-b0c2-1325f46f4765-1,S,6,1o,1,,,6,6,,,501,1251,507,6,0,0,1,1
4720be70-b9db-11f0-a720-8390f6ddb4bd-1,S,6,1o,1,,,7,7,,,493,,500,7,0,0,1,1
47218060-b99c-11f0-a5d2-cb2821522c02-1,S,6,1o,4,619,,263,881,64,,513,54,1458,945,4,0,4,4
47227420-7c21-11ef-a328-614237965cf2-1,S,12,1o,2,928,,443,1371,176,,1250,9,2797,1547,2,0,2,2
47242490-6970-11f0-8d8d-61861c7ad896-1,N,6,1o,2,202,23,446,659,478,866,818,,2387,1569,2,1,2,2
47244860-564f-11ef-a92c-37f09319f313-2,S,6,2o+,1,56,228,318,602,44,183,643,5,1472,829,1,1,1,1
47244980-fa67-11ee-bf2a-4de9da6c9013-2,S,12,2o+,6,329,973,1046,1253,71,63,279,,1852,2068,4,1,5,6
47251a70-00d6-11ef-8c67-8d17819b70c0-2,S,12,2o+,16,733,771,1477,2079,141,176,834,196,3001,2264,12,3,15,16
472520c0-d5b0-11ee-817a-438821307a6f-2,S,12,2o+,6,,,8,1,,,666,,674,8,0,0,1,6
472695b0-0b22-11f0-983e-5d3925e49e07-1,S,6,1o,5,28,,55,49,70,,470,,550,79,1,0,4,5
4726a000-dfd0-11ef-a183-179d2a2b86be-1,S,12,1o,3,398,,969,1235,172,,258,80,1607,1349,2,0,3,3
4726dd60-9b37-11ee-baf9-3fea945c2e31-2,S,12,2o+,7,144,494,1228,1584,62,47,352,90,2017,1665,7,3,7,7
4726e800-25f6-11f0-a95a-b993e90ab0b9-1,N,6,1o,1,6,106,1302,1414,67,274,459,,2214,1755,1,1,1,1
4726e800-25f6-11f0-a95a-b993e90ab0b9-2,N,6,2o+,8,281,1244,1399,1836,580,99,288,336,2716,2428,8,1,8,8
47270990-0f01-11f0-936f-f77ea70ad3a4-1,N,12,1o,4,507,,2174,2555,111,,344,179,2982,2638,3,0,4,4
47274980-f1d1-11ee-9c16-c59e3384cf12-2,N,12,2o+,1,140,90,309,539,53,448,462,197,1502,1040,1,1,1,1
47293f30-8af9-11ef-91b9-6330e151656f-1,N,12,1o,15,398,1351,1778,2313,150,171,310,153,2757,2447,10,3,15,15
47294840-c1f9-11ef-a634-85f8e6c06543-1,S,12,1o,1,69,,2259,2328,513,,2248,,5089,2841,1,0,1,1
472a3400-d34f-11ef-897e-1f85b407556b-1,S,6,1o,15,524,940,1321,1831,129,203,239,54,2191,1952,11,2,15,15
472ac540-cee6-11ef-906e-3b3ad7085916-1,S,6,1o,3,286,609,1525,2014,73,103,927,501,3049,2122,3,1,3,3
472bcec0-8c8f-11ef-a593-574e866dd30c-1,N,12,1o,8,93,40,2175,2250,715,42,282,321,3233,2951,6,1,8,8
472c84d0-f6b8-11ef-a903-ffb55eb620df-1,N,6,1o,1,88,,2560,2648,68,,1060,7,3776,2716,1,0,1,1
472daa70-e438-11ed-bb12-57c27b44e19f-3,N,12,2o+,8,301,,1669,1724,85,,234,121,2182,1901,7,0,7,8
472e1da0-80e7-11ef-8464-a38aa733c8a6-1,S,12,1o,1,194,,488,682,101,,615,,1398,783,1,0,1,1
472f0370-487d-11ef-9f40-5d09ee89d40a-1,S,12,1o,10,497,328,1479,1910,305,183,607,171,2810,2202,8,1,10,10
472f2330-b0b7-11ef-88a6-3147ae1ddcf6-1,S,12,1o,2,,245,456,351,166,96,1565,91,2457,892,0,1,1,2
472f7cd0-7e85-11f0-b2a7-e569a4ec916a-1,S,6,1o,2,258,,1862,2120,182,,469,186,2771,2302,2,0,2,2
47305760-6b79-11ef-a15c-8f5c2b4e15e9-1,S,12,1o,4,572,430,1105,1784,109,124,507,319,2430,1924,4,1,4,4
473097e0-3971-11f0-bdcf-7166e8408486-1,S,6,1o,5,292,560,2186,2532,169,13,467,73,3136,2669,4,1,5,5
4730c900-f172-11ef-8017-03c02c96a3a8-1,S,12,1o,9,186,129,742,888,80,308,475,212,1510,1035,5,3,9,9
47312120-b613-11ee-ba28-af1a5ff6b324-3,N,6,2o+,3,711,799,993,1733,87,,131,677,1656,1524,2,1,3,3
47312120-b613-11ee-ba28-af1a5ff6b324-4,N,6,2o+,2,734,,458,1192,86,,211,,1489,1278,2,0,2,2
4731a5d0-9e90-11ef-922d-a95550fb778a-1,S,12,1o,3,,,7,7,,,364,,371,7,0,0,3,3
4731f510-0387-11f0-9e83-e1b5c8293836-1,S,12,1o,11,1324,117,448,819,87,86,709,,1560,851,3,1,11,11
47331940-b58e-11f0-b497-7d05bc789d3a-1,S,6,1o,6,887,3162,775,1449,71,30,2528,16,4030,1502,1,1,6,6
47339b80-ff91-11ef-83c0-7fbd1b144cbc-1,N,6,1o,10,232,79,1372,1588,138,87,754,12,2475,1721,9,1,10,10
47339b80-ff91-11ef-83c0-7fbd1b144cbc-2,S,6,2o+,13,614,1179,2364,3064,92,422,381,76,3595,3214,11,2,13,13
4734d510-167a-11ee-b97d-ad3e761c4624-2,S,12,2o+,1,,,1612,1612,78,,18,,1708,1690,0,0,1,1
47356540-d418-11ef-946f-1f9921efdfd3-1,S,12,1o,4,92,,274,319,81,,933,11,1293,360,2,0,4,4
47358360-1331-11f0-bf9b-f92b626d2d33-1,S,12,1o,11,272,,1015,1237,83,,713,224,1953,1305,9,0,11,11
4735bfc0-e9d7-11ef-8424-616e66c31441-1,S,6,1o,8,189,,841,797,128,,635,203,1921,1071,7,0,6,8
47361e50-122e-11f0-844e-6dba4db6f09f-1,S,12,1o,5,260,31,2969,3132,316,174,1088,74,4571,3483,3,1,5,5
4736b620-4aa2-11ef-8f4e-b9316ed2b207-1,S,12,1o,3,122,,2026,2108,63,,639,7,2789,2149,2,0,3,3
4736d170-e4af-11f0-8def-95a1c6675acb-1,S,12,1o,2,170,,496,665,216,,365,49,1246,881,2,0,2,2
4736ff60-6df0-11ef-a2d7-b9cb1d4ac470-1,S,12,1o,6,,,6,3,,,579,,585,6,0,0,3,6
47376be0-7443-11ef-b475-2170bcdeb52a-1,N,12,1o,4,292,127,1037,1288,148,97,527,149,1950,1423,3,1,4,4
473b0dc0-705c-11f0-934f-9592d157cbab-1,N,6,1o,5,380,,439,743,177,,329,129,1213,884,4,0,5,5
473c0fd0-0f0f-11f0-b73b-bbfb0ed38835-1,N,6,1o,6,340,149,1464,1829,124,116,1103,423,3075,1972,6,1,6,6
473c0fd0-0f0f-11f0-b73b-bbfb0ed38835-2,S,6,2o+,5,290,413,1910,2166,415,317,405,183,2966,2561,3,1,5,5
473cf500-1139-11ef-b726-85a6b7e39548-3,N,6,2o+,3,208,73,1627,1859,200,204,360,348,2487,2127,3,1,3,3
473d3810-5197-11ee-828e-671d559d6941-4,N,6,2o+,3,196,,424,620,88,,136,86,844,708,3,0,3,3
473d3950-010e-11f0-b67c-47d7a5edcba5-1,S,12,1o,6,705,50,1351,2073,142,331,391,107,2716,2325,6,2,6,6
473dc2d0-27f7-11ef-8ec5-e5574ec1c3cd-1,N,12,1o,19,196,234,1946,2079,138,300,505,207,2784,2279,18,4,18,19
473ddf30-caa0-11ef-84b9-87f3876e8dae-1,S,6,1o,13,113,174,2618,2726,153,81,666,78,3540,2874,11,1,13,13
473df170-6f3f-11f0-9544-1d49946e9fbc-1,N,6,1o,9,218,,940,1005,187,,299,340,1617,1317,7,0,8,9
473e0f00-fbb0-11ef-888f-67b62dd09840-1,S,6,1o,1,97,284,621,1002,106,69,922,,2099,1177,1,1,1,1
473e29d0-17ae-11f0-a032-7f7afe6388f8-1,S,12,1o,11,268,1118,1308,1863,98,76,376,124,2481,1899,11,4,10,11
473eee30-d70c-11ee-a67f-73cb49d9fc9f-3,S,6,2o+,21,341,1221,1460,1778,115,217,211,160,2092,1881,16,1,21,21
473f2bd0-fd99-11ee-a3ca-4717a097f562-2,S,12,2o+,7,336,1222,1039,1803,68,193,454,39,2389,1934,5,3,7,7
473f2ee0-c9c8-11ef-bbff-93abf88ce020-1,N,12,1o,4,1119,,3803,4922,239,,53,,4353,5161,4,0,4,4
473fed40-c93b-11ef-a559-7543d27da5f2-1,S,6,1o,2,301,,617,918,89,,266,57,1273,1007,2,0,2,2
47405d30-dd99-11ef-9331-772e38b3b997-1,S,12,1o,4,37,161,1767,1825,216,143,1297,,3374,2077,2,1,4,4
4740ae10-48d1-11ee-a941-cd9f3b806bc7-2,N,12,2o+,3,214,,1399,1614,81,,710,6,2405,1695,3,0,3,3
47422fc0-f112-11ef-920a-bb6cdd4f550a-1,S,6,1o,8,144,249,387,472,188,819,452,,1097,645,3,1,8,8
47431e00-408e-11f0-bba6-c32b53e6e57d-1,N,6,1o,4,140,,7052,7191,87,,1381,14,8659,7278,4,0,4,4
4744af40-e305-11ef-90ca-09a65e48a2c0-1,N,6,1o,15,737,240,2118,2441,166,167,357,342,3376,3019,11,4,13,15
4744af40-e305-11ef-90ca-09a65e48a2c0-2,N,6,2o+,8,256,655,1591,1947,202,551,570,244,2805,2236,6,2,8,8
4744e980-45c0-11ee-9697-b50b27c685c8-2,N,12,2o+,1,738,247,1485,2470,73,66,616,,3225,2609,1,1,1,1
47456f40-0ae7-11ee-a2ee-fb1a30906a71-2,S,12,2o+,1,,,5,5,,,1143,,1148,5,0,0,1,1
4745c750-1f77-11f0-8c61-b39cdefa040e-1,N,6,1o,2,402,,1371,1773,68,,433,230,2273,1841,2,0,2,2
47464e00-b26b-11f0-8078-dd34c4c0db32-1,S,6,1o,9,198,5149,2347,3051,172,46,610,125,3781,3171,6,1,9,9
474702d0-0bce-11f0-a671-b9e0e62aeb1a-1,S,6,1o,8,381,355,1569,1851,86,105,900,352,2828,1928,5,1,8,8
47490650-2061-11f0-a792-5123363d8dd3-1,N,12,1o,6,155,,859,988,164,,443,223,1568,1125,5,0,6,6
4749b1e0-49f2-11ef-9874-7b7f57a4591a-1,S,12,1o,9,331,485,1879,2190,116,170,720,350,3032,2312,7,1,9,9
4749c6e0-a5d1-11ef-b4f1-8bc3e6f077f8-1,S,12,1o,1,1216,,785,2001,97,,1856,,3954,2098,1,0,1,1
474ac7a0-e4a3-11ef-8ba5-8bbbc2e39c54-1,S,12,1o,1,,,6,6,,,241,,247,6,0,0,1,1
474b21a0-649b-11f0-be66-1f598d5e1a41-1,N,6,1o,6,364,,2494,2798,136,,378,43,3289,2911,5,0,6,6
474b28f0-8949-11ee-862c-effe9ea68a9e-2,S,12,2o+,6,482,24,3100,3505,218,337,280,148,4023,3743,5,1,6,6
474b2ca0-fd98-11ef-9823-878f8ed3dd21-1,S,12,1o,6,320,501,2151,2226,98,31,910,193,3692,2782,5,2,5,6
474d1470-bc89-11ef-80ea-23c0a9ac9321-1,S,6,1o,6,340,94,1120,1419,146,152,506,6,2072,1566,5,1,6,6
474db5e0-6e57-11ef-bc7a-0b1ef330bc27-1,S,12,1o,3,429,57,793,1097,183,75,347,192,1591,1244,2,1,3,3
474e8650-8774-11f0-ab9e-15451905b0e9-1,N,6,1o,6,319,244,1801,2108,68,54,316,196,2489,2174,5,1,6,6
474f0e60-018b-11ef-8b84-c302d7514d6e-2,S,12,2o+,1,551,139,84,774,53,98,552,3,1477,925,1,1,1,1
474f10a0-a3b7-11ed-8c54-8b5a3e476f27-3,N,12,2o+,9,420,342,1549,1951,139,97,432,139,2513,2081,7,2,9,9
474f1130-ee16-11ef-9d6d-05e58a448317-1,N,12,1o,6,584,2484,1568,2371,180,240,519,247,3080,2560,4,1,6,6
474f2c90-bf2d-11f0-8df1-b91e45f8040e-1,N,6,1o,1,230,,540,770,83,,286,,1139,853,1,0,1,1
474f4c20-b85a-11ed-ae14-3124f7ed538a-3,S,12,2o+,1,285,925,549,1759,94,93,870,130,2816,1946,1,1,1,1
474f6c50-eb16-11ef-b564-6988095031ba-1,S,6,1o,1,151,286,3581,4018,59,40,601,15,4718,4117,1,1,1,1
474f6e90-e7f0-11ef-a818-13f178b45cf9-1,S,12,1o,2,163,322,1155,1398,136,167,509,49,2058,1549,1,1,2,2
475000e0-4460-11f0-9bc5-4bfc4a599883-1,S,6,1o,6,,,9,9,,,521,,530,9,0,0,6,6
47502140-3e0f-11ef-bc81-25fd66cb2b46-1,S,12,1o,9,359,,977,1216,261,,536,637,1952,1417,6,0,9,9
475144c0-dda7-11ef-8252-e3efc2bfcf71-1,S,12,1o,4,275,52,999,1149,123,24,551,110,1740,1190,2,1,4,4
47516db0-98a5-11f0-9194-cd065eaebcdd-1,S,6,1o,4,453,1622,557,1820,98,183,490,177,2499,2009,4,2,4,4
4751d9e0-bd4e-11ef-a64c-771fd9066c3a-1,S,6,1o,16,,,7,7,,,238,,245,7,0,0,16,16
4751f270-07b2-11ee-bfa5-31551bf4bea3-5,N,6,2o+,1,110,607,1451,2168,145,63,340,,2716,2376,1,1,1,1
4751ff20-9679-11ef-b11e-a33cfd1731bb-2,S,6,2o+,1,72,,89,161,54,,432,,647,215,1,0,1,1
47533780-75d3-11ef-89b1-4931a4edb256-1,N,12,1o,3,,,7,2,,,1075,,1082,7,0,0,1,3
475378d0-36b4-11ee-b054-cb8c8c9b1db0-2,S,12,2o+,3,465,166,2874,3239,61,85,434,250,3742,3308,2,1,3,3
4753a030-8905-11f0-8bde-2ddf8c058941-1,S,6,1o,4,621,,1544,1855,311,,730,76,2817,2088,2,0,4,4
47542570-0b0e-11f0-8a43-c97e5fc25553-1,N,12,1o,3,840,262,522,1344,70,323,907,259,2620,1713,2,3,3,3
475678a0-cf74-11ef-af8d-671af6189b23-1,S,6,1o,2,92,449,3924,4465,66,150,1117,229,5797,4681,2,2,2,2
475745b0-b259-11ef-b955-a7e397f061c7-1,S,12,1o,6,50,,274,283,36,,381,3,669,289,1,0,6,6
475863b0-50f5-11f0-b557-57891bc82eb8-1,S,6,1o,7,243,35,1381,1525,167,93,1334,149,2991,1657,4,1,7,7
4758e870-4913-11ef-8e65-1d1e74cd6dd8-1,N,12,1o,3,64,678,978,1473,98,113,522,,2135,1613,2,2,3,3
475abf60-29be-11f0-92ff-210e697150f2-1,S,12,1o,1,,,7,7,,,1101,,1108,7,0,0,1,1
475b2ab0-405c-11ee-80f2-6d2ad08ea213-2,N,12,2o+,1,41,266,1522,1829,84,111,248,6,2272,2024,1,1,1,1
475bc840-30fa-11f0-906a-397002986e04-1,S,6,1o,1,49,,3925,3974,141,,916,,5031,4115,1,0,1,1
475c33f0-03df-11ef-9a84-a561d58cf7e1-2,N,12,2o+,5,249,245,1065,1412,128,60,351,372,1915,1564,5,2,5,5
475c4d00-ddc2-11ef-b1f2-b179461e6d82-1,S,6,1o,2,653,236,3781,4552,93,187,1113,7,5851,4738,2,1,2,2
475c6290-108f-11f0-acdd-b5acac9106f1-1,S,6,1o,3,302,,1411,1713,72,,658,15,2443,1785,3,0,3,3
475c8980-b339-11f0-91ff-8d04b1c5dfd0-1,S,6,1o,3,258,,1073,1332,93,,216,349,1640,1424,3,0,3,3
475c9c50-000a-11f0-92b8-a12312d0a9bf-1,S,12,1o,5,107,304,1704,1488,193,21,856,61,2464,2010,3,1,4,5
475d06e0-1ba8-11f0-9c65-57083dc55de6-1,S,6,1o,7,170,226,2154,2315,159,35,727,126,3189,2461,4,2,7,7
475da790-32ba-11ee-90b8-f1919ce9fc02-2,S,12,2o+,1,242,,116,358,784,,459,,1601,1142,1,0,1,1
475ef270-4355-11ee-964f-955dc5ae9d9b-4,S,6,2o+,4,,,,0,,,,,,,0,0,0,4
475f0010-7345-11ee-a42e-c34730030ce9-2,S,12,2o+,4,929,,601,1065,134,,178,525,1344,1166,2,0,4,4
475f84c0-a9e2-11ef-bb36-77601217a54e-1,S,12,1o,4,93,,2131,2200,92,,770,123,3039,2269,3,0,4,4
475f9b10-1088-11f0-91f0-f5612fd3bde2-1,N,6,1o,3,19,331,1465,1802,250,192,679,165,2886,2207,1,3,3,3
475f9b10-1088-11f0-91f0-f5612fd3bde2-2,N,6,2o+,2,16,6099,681,3747,96,119,937,109,4839,3902,2,1,2,2
475fff70-8909-11f0-aa1b-45c39f60debe-1,S,6,1o,19,270,156,1470,1677,137,71,682,211,2471,1789,14,1,19,19
4760aba0-b998-11ef-ad4a-4745ba49cf50-1,S,6,1o,1,171,,751,922,142,,8,,1072,1064,1,0,1,1
4760e1f0-257f-11ee-a8ef-bd24e2633999-2,S,12,2o+,18,492,369,844,688,361,45,363,287,1831,1468,5,4,10,18
47613940-69f6-11ef-aa43-91a993e163eb-1,S,12,1o,3,,,7,7,,,288,,295,7,0,0,3,3
47613e10-a6a3-11ef-b7f4-0df9d1fcd47e-1,S,12,1o,6,1099,263,692,1556,292,242,350,188,2248,1898,4,3,6,6
4761a940-67f0-11f0-bffa-53560dbe1d81-1,S,6,1o,3,114,556,3406,3706,267,29,439,257,4422,3982,3,1,3,3
4761e5c0-8111-11ef-8c35-8551752f617d-1,S,12,1o,2,32,,1286,1317,79,,481,,1877,1396,2,0,2,2
47633780-2f27-11f0-aabe-fbb3aac8a4bb-1,N,6,1o,1,,,6,6,,,636,,642,6,0,0,1,1
47637750-6469-11f0-8d1f-e18d11f9548e-1,S,6,1o,1,,,,0,,,,,,,0,0,0,1
47637900-1ee9-11f0-8f03-c565c267f74d-1,N,12,1o,17,123,114,1757,1891,84,135,527,309,2538,2011,12,7,17,17
4763d9d0-1346-11f0-a3cf-bfe496d1613b-1,S,6,1o,2,,26,1541,1554,78,252,468,11,2187,1719,0,1,2,2
47641cd0-d35c-11ef-8a92-27a488174209-1,S,6,1o,2,560,,4165,4445,288,,597,50,5185,4589,1,0,2,2
476432b0-1fa1-11f0-9705-f7d11c018b0f-1,N,6,1o,9,168,621,1104,1354,162,210,633,181,2178,1545,6,2,9,9
47645a00-0909-11f0-ab07-85b27c47dae2-1,S,12,1o,1,889,,20,909,1521,,1007,,3437,2430,1,0,1,1
4764ec30-616d-11ee-b768-6f25df00badd-2,N,12,2o+,15,335,1329,2257,2924,84,149,520,160,3558,3038,14,4,15,15
476558a0-7bb3-11ed-8351-c99bcb61450c-3,N,12,2o+,8,380,100,1539,1836,220,120,359,347,2401,2042,6,1,8,8
47662b20-7492-11ef-ae98-69c2b5c85c16-2,S,6,2o+,4,403,312,1300,1859,82,152,206,60,2222,2016,4,2,4,4
47668160-529c-11ee-94a9-7fdca56c8aff-2,S,12,2o+,2,149,97,2928,3099,72,128,878,,4141,3263,1,2,2,2
4766c650-464c-11ed-8ecc-6db494a7abc7-6,N,6,2o+,7,488,389,2430,2140,81,15,903,85,3983,3080,5,1,5,7
4766c650-464c-11ed-8ecc-6db494a7abc7-7,N,6,2o+,9,409,850,1029,1441,117,30,405,162,1941,1536,7,1,9,9
47682aa0-904b-11ee-a50e-7f35e1433816-2,S,12,2o+,2,767,,1806,2572,67,,292,162,2931,2639,2,0,2,2
476880d0-9734-11f0-88bc-b7ea71f8257b-1,N,6,1o,5,635,,1531,2166,104,,64,21,2334,2270,5,0,5,5
4768bf20-b073-11f0-93e0-6f995beaae95-1,N,6,1o,3,367,,454,577,54,,365,11,978,613,1,0,3,3
476952d0-2533-11f0-afd0-3df87960c828-1,S,12,1o,9,422,631,3521,3989,79,290,485,138,4600,4115,7,2,9,9
47696070-949d-11f0-9442-898cc5e0e9a8-1,S,6,1o,2,33,188,357,484,99,251,484,5,1192,708,2,1,2,2
4769a5d0-e97b-11ef-931d-af24b449a15d-1,S,12,1o,6,653,521,1009,1640,94,173,481,217,2244,1763,5,1,6,6
476a6650-b67c-11ef-99a9-2157bcd6159d-2,S,6,2o+,5,808,426,2649,3542,233,123,583,347,4383,3800,5,1,5,5
476abeb0-58a9-11ef-a4c7-1db0fa461aee-1,S,12,1o,12,312,297,2006,2316,138,159,546,188,3004,2457,10,2,12,12
476b43e0-5c82-11ee-8e80-2ba2a0015323-2,N,12,2o+,4,273,1015,1224,1682,137,123,673,554,2488,1815,3,1,4,4
476b8750-d7c2-11ed-ac51-63645c579f8a-3,S,12,2o+,6,713,334,1757,934,97,183,696,25,3778,3082,2,2,2,6
476c1110-d807-11ef-aeb6-337a8093fbf5-1,N,6,1o,4,84,,942,1026,131,,294,2,1450,1156,4,0,4,4
476c1110-d807-11ef-aeb6-337a8093fbf5-2,S,6,2o+,1,729,,55,784,172,,1658,,2614,956,1,0,1,1
476c7650-101a-11f0-8325-73010f63ef4d-1,N,6,1o,1,12,14,2059,2085,110,6,2288,288,4489,2201,1,1,1,1
476ca4e0-7037-11f0-8b85-8d0615de3f4f-1,N,6,1o,3,587,,1369,1565,89,,267,74,1921,1654,1,0,3,3
476d2480-c469-11ef-922e-27dd82b92235-1,S,6,1o,3,108,205,2781,2957,191,133,444,281,3636,3192,3,1,3,3
476d84f0-a06b-11f0-bd32-5b97415a8a2a-1,S,6,1o,11,,,9,9,,,339,,348,9,0,0,11,11
476da3c0-24df-11f0-9375-f17ec2ad817b-1,N,12,1o,3,317,156,1995,2258,127,7,903,7,3289,2386,2,1,3,3
476dd7f0-a69e-11f0-919e-a5adec42c4c0-1,S,6,1o,6,175,82,1707,1866,89,70,345,151,2296,1952,5,1,6,6
476e2d60-bc4d-11ed-b127-151530bc7ab4-3,S,12,2o+,1,598,,577,1175,84,,793,103,2052,1259,1,0,1,1
476f52b0-af05-11ef-a2b5-9b6d633f9e8b-1,N,12,1o,9,599,1241,3172,3980,264,97,426,173,4662,4236,8,2,9,9
476f5f00-9673-11ed-bcfe-159ef35dc19f-5,S,6,2o+,2,14,86,698,748,51,8,1154,952,1931,777,1,1,2,2
476fb7b0-1afc-11f0-81a6-f34f29100cbb-1,N,12,1o,4,32,,193,201,54,,232,220,447,215,1,0,4,4
47701970-8c3c-11ef-9bc9-358576ba9764-2,N,6,2o+,1,653,982,677,2312,56,379,1205,35,3952,2747,1,1,1,1
47701970-8c3c-11ef-9bc9-358576ba9764-3,S,6,2o+,3,188,546,2479,2849,93,105,497,260,3474,2977,3,1,3,3
4771cce0-435b-11ef-bd5b-011036ce1456-2,N,6,2o+,3,152,417,1059,1350,185,142,183,238,1765,1582,3,1,3,3
4771cce0-435b-11ef-bd5b-011036ce1456-3,N,6,2o+,2,991,,1924,2915,85,,807,,3807,3000,2,0,2,2
47726760-f9ed-11ef-8d5c-776aab7edf35-1,S,6,1o,13,1081,887,2281,3430,300,112,265,98,4004,3740,13,1,13,13
47727c30-79ed-11ef-b1d7-fb9f055d59d8-1,S,12,1o,7,252,175,1507,1748,64,152,287,146,2120,1833,6,1,7,7
4772d1d0-568d-11f0-8e0b-7f953a003421-1,N,6,1o,8,232,658,1068,1406,139,236,494,663,2063,1569,6,2,8,8
4773a250-6952-11ef-a864-7fa0b1df1435-1,S,12,1o,14,127,299,1631,1660,76,100,293,110,2156,1863,9,3,13,14
47740480-f2db-11ef-b72a-3130d643aa06-1,N,6,1o,2,51,174,3048,3161,74,74,578,,3812,3235,1,1,2,2
47740480-f2db-11ef-b72a-3130d643aa06-2,S,6,2o+,1,,,,0,,,,,,,0,0,0,1
477423e0-5efb-11ee-a3b8-89a608211784-4,N,6,2o+,4,,,8,8,,,793,,801,8,0,0,4,4
477423e0-5efb-11ee-a3b8-89a608211784-5,N,6,2o+,8,189,399,1179,1425,77,68,722,63,2111,1479,2,4,8,8
47749810-818d-11ef-bda1-b7f6598e54a4-1,S,12,1o,14,562,205,2442,3019,86,96,523,158,3635,3112,14,1,14,14
47749820-be2b-11f0-9f7f-a1b618d6ceda-1,S,6,1o,3,27,,1008,1035,72,,383,102,1491,1107,3,0,3,3
47749c30-1685-11ee-9e56-8b87bc782eed-2,S,12,2o+,6,191,220,1239,1435,86,145,458,845,1989,1531,5,1,6,6
4775aa80-22a4-11f0-9236-6fa01bd0c9fe-1,N,6,1o,2,1272,759,2727,4378,799,535,914,367,6358,5445,2,1,2,2
477615f0-3119-11f0-b946-9915eaf03a4d-1,S,6,1o,5,450,,423,608,139,,1085,353,1984,900,3,0,4,5
47765440-5b6f-11f0-b416-e3fff16a50a0-1,S,6,1o,1,44,910,823,1777,211,155,377,,2520,2143,1,1,1,1
4776e250-4faf-11f0-ac85-773004d7d83c-1,N,6,1o,3,209,269,2945,3423,97,72,374,46,3965,3591,3,3,3,3
47780a30-79dc-11ef-a34a-437dfcb2f750-1,S,12,1o,7,609,320,1476,2090,69,899,594,30,2871,2277,6,2,7,7
47799510-1551-11f0-a31d-cf3f07a3fe2b-1,S,6,1o,9,1148,,1117,1634,90,,315,44,2493,2178,6,0,7,9
4779ebb0-37a8-11ee-a042-6b960872a21a-4,S,6,2o+,1,101,,5275,5376,37,,1126,389,6539,5413,1,0,1,1
477c64d0-cd26-11ee-8dac-efbece9572cc-3,N,6,2o+,2,,,6,6,,,1656,,1662,6,0,0,2,2
477d4290-76cd-11f0-836a-1dea52ba7d46-1,N,6,1o,2,370,,892,1262,97,,1264,303,2622,1359,2,0,2,2
477d8ac0-4dd7-11ec-a9b4-579315dbd05c-4,N,12,2o+,3,232,1004,1163,1652,119,188,157,178,1951,1794,2,1,3,3
